Title,Date,Category,Description
"Giá xăng tăng, giá dầu giảm",2025-10-16 15:27:00,Thời sự,"Trong kỳ điều hành giá xăng dầu chiều nay 16.10, giá xăng được điều chỉnh tăng, giá dầu giảm."
"Ăn cá nóc, 5 người nhập viện",2025-10-16 15:26:00,Dân sinh,Nhiều người là ngư dân ở xã ven biển Phan Rí Cửa (Lâm Đồng) phải nhập viện cấp cứu sau khi ăn cá nóc
"Vụ tàu đắm trên sông Lô, 2 vợ chồng tử vong: Cảnh sát trục vớt tàu",2025-10-16 15:17:00,Thời sự,Lực lượng chức năng đã tìm thấy thi thể 2 vợ chồng trong vụ đắm tàu trên sông Lô và đang trục vớt chiếc tàu.
Chủ hụi ở Cà Mau chiếm đoạt hơn 2 tỉ đồng,2025-10-16 14:57:00,Thời sự,"Chiếm đoạt hơn 2 tỉ đồng của hụi viên, chủ hụi Phạm Bé Em (47 tuổi, ở Cà Mau) bị Cơ quan CSĐT Công an tỉnh Cà Mau khởi tố, bắt tạm giam."
Thiếu nữ 17 tuổi điều khiển xe máy gây tai nạn chết người,2025-10-16 14:48:00,Thời sự,"Thiếu nữ 17 tuổi điều khiển xe máy gây tai nạn khiến 1 người tử vong, 2 người bị thương nặng."
Cưỡng chế thu hồi đất công ở đồi cát bay Mũi Né,2025-10-16 14:31:00,Thời sự,"Sáng nay 16.10, UBND P.Mũi Né (tỉnh Lâm Đồng) triển khai cưỡng chế phần đất công có diện tích 7.495,5 m² do ông Lại Thiện Phước lấn chiếm tại đồi cát bay; chính quyền dự kiến hoàn tất công việc vào chiều cùng ngày theo kế hoạch."
Hơn 100 người bị lừa tiền vì mua bùa để 'gọi người yêu quay lại',2025-10-16 14:27:00,Thời sự,Hơn 100 người trên khắp cả nước bị lừa hàng trăm triệu đồng vì bỏ tiền ra mua bùa để 'gọi người yêu quay lại trong 3 ngày'.
TP.HCM sáp nhập Bệnh viện đa khoa Sài Gòn vào Bệnh viện Nhân dân Gia Định,2025-10-16 13:45:00,Thời sự,"Từ 1.1.2026, Bệnh viện đa khoa Sài Gòn chính thức sáp nhập vào Bệnh viện Nhân dân Gia Định. Một chương cũ khép lại, mở ra kỳ vọng mới."
"Bắt 6 nghi phạm mua vàng thật, bán vàng giả",2025-10-16 12:38:00,Pháp luật,"Nhóm 6 nghi phạm ngụ tại nhiều tỉnh, thành phố khác nhau đã mua vàng thật tại nhiều cửa hàng bán vàng, sau đó chế tác vàng giả để bán lại cho các cửa hàng để chiếm đoạt tài sản."
Đại biểu dự Đại hội Đảng bộ tỉnh Cà Mau giúp đồng bào bị ảnh hưởng bão,2025-10-16 12:36:00,Thời sự,"Trước khi bước vào chương trình chính thức Đại hội đại biểu Đảng bộ tỉnh Cà Mau lần thứ I, nhiệm kỳ 2025 - 2030, các đại biểu đã quyên góp ủng hộ đồng bào các tỉnh phía Bắc bị thiệt hại nặng do bão số 10 và số 11."
"Mưa lớn, nhiều tuyến đường ở phố du lịch Nha Trang chìm trong biển nước",2025-10-16 12:32:00,Thời sự,"Cơn mưa lớn kéo dài từ rạng sáng cho đến gần trưa 16.10 khiến nhiều tuyến đường ở Nha Trang (Khánh Hòa), nhất là khu vực phía bắc Nha Trang, chìm trong biển nước."
"Cá tầm ở Măng Đen chết gần 45 tấn, thiệt hại gần 8 tỉ đồng",2025-10-16 12:31:00,Dân sinh,"Mưa lớn làm vỡ đường ống dẫn nước vào bể nuôi của một số hộ dân ở xã Măng Đen (tỉnh Quảng Ngãi), khiến gần 45 tấn cá tầm bị chết, thiệt hại gần 8 tỉ đồng."
"Đề xuất cơ chế mua sắm đặc thù, thanh toán linh hoạt cho chuyển đổi số",2025-10-16 12:28:00,Thời sự,"Cơ quan Quốc hội đề nghị cơ chế mua sắm đặc thù, ngoài các hình thức trong luật Đấu thầu và có cơ chế thanh toán linh hoạt với các loại hình dịch vụ thuê công nghệ."
"Miền núi Quảng Trị mưa lớn, nhiều nơi sạt lở, nguy cơ ngập cục bộ",2025-10-16 12:16:00,Thời sự,"Mưa lớn xảy ra trong hai ngày qua tại vùng núi phía Tây Nam Quảng Trị đã khiến một số tuyến đường bị sạt lở, chia cắt, nước lũ từ thượng nguồn đổ về nhiều gây nguy cơ ngập cục bộ."
Đắk Lắk: Khởi tố người đàn ông hành hung tài xế xe tải sau va chạm giao thông,2025-10-16 11:18:00,Pháp luật,Công an tỉnh Đắk Lắk đã ra quyết định khởi tố bị can Nguyễn Thế Anh liên quan vụ hành hung tài xế xe tải sau va chạm giao thông.
Nam sinh viên hoảng loạn vì sập bẫy 'bắt cóc online',2025-10-16 10:58:00,Thời sự,"Nam sinh viên ở TP.Đà Nẵng bị 'bắt cóc online', hoảng loạn và tự nhốt mình trong nhà nghỉ để làm việc với... công an giả."
"San ủi trái phép trên núi Cô Tiên: Phê bình cán bộ, công chức",2025-10-16 10:54:00,Thời sự,"UBND P.Bắc Nha Trang (Khánh Hòa) khẳng định có hành vi vi phạm về đất đai, khoáng sản diễn ra trên núi Cô Tiên theo phản ánh của người dân và báo chí, từ đó phê bình cán bộ, công chức có liên quan."
"Cảng quốc tế Cam Ranh có quy định mới, rút ngắn thời gian cấp phép",2025-10-16 10:51:00,Thời sự,"Thủ tướng Chính phủ vừa ban hành quy định mới, rút ngắn thời gian cấp phép cho người và phương tiện ra vào Cảng quốc tế Cam Ranh (Khánh Hòa) xuống còn 1 - 3 ngày."
"Đà Nẵng: Ô tô lao lên vỉa hè, tông vào nhiều xe máy và người đi đường",2025-10-16 10:47:00,Thời sự,"Ô tô 5 chỗ bất ngờ lao lên vỉa hè khu vực chợ Tam Giác (TP.Đà Nẵng), tông vào nhiều xe máy và người đi đường... chỉ dừng lại khi húc gãy một cột điện. Vụ tai nạn khiến đầu ô tô dập nát."
Nước đầu nguồn Bạch Mã cuồn cuộn đổ về nhiều khu vực ở Huế,2025-10-16 10:44:00,Thời sự,"Mưa lớn từ tối 15.10 kéo dài cho đến sáng nay (16.10) đã khiến mực nước đầu nguồn của dãy Bạch Mã rất lớn, đổ về theo dòng chảy của các con suối cuồn cuộn, gây ngập úng một số khu vực TP.Huế."
"CSGT Quảng Trị phát hiện các vụ vận chuyển hàng cấm, thu giữ 1 tạ pháo, 6.000 viên ma túy",2025-10-16 10:19:00,Thời sự,"Công an tỉnh Quảng Trị vừa phát hiện và bắt giữ hai vụ vận chuyển hàng cấm tại các xã miền núi, tang vật thu gồm hơn 1 tạ pháo nổ và 6.000 viên ma túy tổng hợp."
"Lên mạng rao bán thận, bị lừa sang Campuchia",2025-10-16 10:10:00,Thời sự,"Vì cần tiền, nam thanh niên ở Gia Lai lên mạng rao bán thận, sau đó bị nhóm lừa đảo đưa sang Campuchia ép làm việc."
Viện KSND tối cao chỉ ra thiếu sót trong vụ phạt tù chồng vì quan hệ khi vợ dưới 16 tuổi,2025-10-16 08:06:00,Thời sự,"Viện KSND tối cao nhấn mạnh tòa tuyên án tù người chồng 'làm chuyện ấy' khi vợ dưới 16 tuổi là không phù hợp với chính sách nhân đạo, nhưng Viện kiểm sát không phát hiện là thiếu sót."
"Tôn vinh nữ đoàn viên công đoàn năng động, sáng tạo",2025-10-16 07:10:00,Thời sự,"""Các chị, mỗi người một hoàn cảnh, một công việc, nhưng đều tỏa sáng bởi ý chí vươn lên, tinh thần lao động sáng tạo và một trái tim nhân ái. Các chị là minh chứng sống động cho chân dung người phụ nữ Việt Nam, bản lĩnh, trí tuệ, nhân ái và khát vọng trong kỷ nguyên mới""."
"Xây dựng thủ đô đáng sống, nhân dân hạnh phúc",2025-10-16 06:08:00,Thời sự,"Bí thư Thành ủy Hà Nội Bùi Thị Minh Hoài cho biết thực hiện tinh thần chỉ đạo của Tổng Bí thư Tô Lâm, Hà Nội xác định mục tiêu đến năm 2030 trở thành thủ đô ""Văn hiến - Văn minh - Hiện đại""; là thành phố thanh bình, người dân hạnh phúc."
Khi văn hóa bị bê tông hóa,2025-10-16 06:01:00,Blog phóng viên,"Mới đây, công trình nhà rông được xây dựng bằng bê tông cốt thép tại làng Ia Gri, xã Biển Hồ (Gia Lai) đã được tháo dỡ theo chỉ đạo của Chủ tịch UBND tỉnh này."
"Biết nguyên nhân, tìm giải pháp",2025-10-16 05:59:00,Thời sự,"Nếu đã xác định được các nguyên nhân gây ngập lụt đô thị, bạn đọc mong muốn chính quyền các cấp nhanh chóng đề xuất, triển khai các phương án giải quyết."
"Hàng giả, hàng không rõ nguồn gốc bị phát hiện liên tục ở Đà Nẵng",2025-10-16 05:12:00,Thời sự,"Lực lượng Quản lý thị trường TP.Đà Nẵng liên tiếp phát hiện, xử lý nhiều vụ kinh doanh hàng giả, hàng không rõ nguồn gốc, tịch thu và tiêu hủy nhiều sản phẩm vi phạm."
"Lâm Đồng: Dự án khu dân cư chậm tiến độ 12 năm, sai phạm chồng sai phạm",2025-10-16 05:00:00,Thời sự,"Ngày 15.10, Thanh tra tỉnh Lâm Đồng có kết luận dự án Hạ tầng kỹ thuật khu dân cư A3 (xã Phan Rí Cửa) chậm tiến độ tới 12 năm, sai phạm hàng tỉ đồng do buông lỏng quản lý, thiếu trách nhiệm, gây lãng phí."
"Quảng Ngãi: Xe chở cát 'tung hoành' ở tỉnh lộ 677, người dân lo sợ",2025-10-16 04:38:00,Thời sự,"Xe tải, xe đầu kéo 'tung hoành' trên tỉnh lộ 677 (Quảng Ngãi) khiến người dân sống dọc hai bên tuyến đường lo lắng tai nạn giao thông có thể xảy ra bất cứ lúc nào."
Phá án thần tốc: Cuộc truy bắt hung thủ 2 vụ thảm sát,2025-10-16 04:31:00,Thời sự,"Với tinh thần kiên quyết tấn công tội phạm, thời gian qua, lực lượng Công an nhân dân Bộ Công an đã liên tiếp lập nhiều chiến công xuất sắc. Trong đó, có các vụ án được khám phá chỉ trong vài giờ đến những chuyên án phức tạp, phá án thần tốc và thầm lặng, mang lại sự bình yên cho xã hội."
"Ca thông tim bào thai thứ 11, mở đường cho kỹ thuật đầu tiên tại Việt Nam",2025-10-15 22:46:00,Thời sự,"Ca thông tim bào thai thứ 11 vừa được thực hiện thành công tại Bệnh viện Từ Dũ, mở đường đưa kỹ thuật này vào danh mục chính thức đầu tiên của Việt Nam."
Đề xuất cấm các phần mềm AI 'thao túng nhận thức con người',2025-10-15 21:21:00,Thời sự,"Dự thảo đề xuất cấm phát triển, cung cấp, đưa ra thị trường các phần mềm AI 'thao túng nhận thức, hành vi của con người một cách có chủ đích'."
"Khám xét nhà Ngân 98, thu giữ 80 sổ đỏ, hơn 8.000 USD",2025-10-15 20:32:00,Thời sự,"Khám xét nhà của Ngân 98, cơ quan điều tra thu giữ két sắt nhưng Ngân 98 và người nhà không hợp tác, không cung cấp mật khẩu để mở. Khi đưa két sắt về trụ sở, công an mở khóa bên trong có 80 sổ đỏ, hơn 8.000 USD, 4 sổ tiết kiệm ngân hàng..."
Đề xuất biến động tài sản 1 tỉ đồng/năm phải kê khai,2025-10-15 20:02:00,Thời sự,"Luật Phòng, chống tham nhũng sửa đổi đề xuất nâng mức biến động tài sản lên 1 tỉ đồng/năm cán bộ mới phải kê khai tài sản."
Cựu phó chủ tịch tỉnh Phú Thọ đánh bạc hơn 7 triệu USD,2025-10-15 18:02:00,Thời sự,"Ông Hồ Đại Dũng, cựu Phó chủ tịch UBND tỉnh Phú Thọ (cũ), bị xét xử với cáo buộc đã chi hơn 7 triệu USD để đánh bạc tại khách sạn Pullman."
Quân khu 5: Giữ yên bờ cõi từ những điều bình dị nhất,2025-10-15 17:55:00,Thời sự,"80 năm qua, từ dấu ấn trên chiến trường đến những việc làm bình dị giữa đời thường, lực lượng vũ trang Quân khu 5 luôn là điểm tựa vững chắc của nhân dân, góp phần giữ yên bờ cõi từ sớm, từ xa."
Giải cứu người đàn ông rơi xuống giếng hoang sau một đêm mất tích,2025-10-15 17:39:00,Thời sự,"Một người đàn ông ở Gia Lai mất tích suốt đêm, sau đó được phát hiện rơi xuống giếng hoang sâu hơn 10 m giữa rừng keo. Lực lượng chức năng và người dân đã nỗ lực xuyên đêm tìm kiếm, giải cứu thành công."
"Người phụ nữ tố bị chồng cũ hành hung dã man, phải nhập viện điều trị",2025-10-15 17:21:00,Thời sự,"Một phụ nữ ở Gia Lai gửi đơn đến cơ quan chức năng, tố cáo bị chồng cũ hành hung dã man, gây thương tích phải nhập viện. Vụ việc đang được công an xác minh, xử lý."
Đề xuất quy chuẩn thu nhận giọng nói và mống mắt của người dân,2025-10-15 17:01:00,Thời sự,"Theo Bộ Công an, sinh trắc học giọng nói và mống mắt là các thông tin cá nhân nhạy cảm, phải được quản lý chặt chẽ theo quy định."
Ứng phó lũ lịch sử còn bị động,2025-10-15 16:58:00,Thời sự,"Báo cáo với Thủ tướng, Bộ NN-MT đánh giá cơn bão Matmo gây ra đợt thiên tai đặc biệt khốc liệt, công tác dự báo mưa lớn vượt kỷ lục lịch sử còn hạn chế, phương án ứng phó lũ lịch sử còn bị động."
Truy nã đối tượng đâm người trọng thương ở TP.HCM,2025-10-15 16:50:00,Thời sự,Công an TP.HCM phát lệnh truy nã Nguyễn Văn Lớp về tội cố ý gây thương tích sau khi thực hiện hành vi đâm người trọng thương tại quận 7 cũ.
Chuẩn hóa bộ tiêu chí KPI cho công chức,2025-10-15 16:42:00,Thời sự,"Bộ Nội vụ đề xuất các tiêu chí chấm điểm KPI đối với công chức, riêng với người giữ chức vụ lãnh đạo, quản lý còn có những yêu cầu đặc biệt."
Giải quyết chế độ BHXH ngay trên ứng dụng VNeID,2025-10-15 16:33:00,Dân sinh,"Từ nay, người lao động và người hưởng lương hưu có thể thực hiện thủ tục bảo hiểm xã hội (BHXH) ngay trên điện thoại thông qua ứng dụng VNeID, thay vì phải đến cơ quan BHXH như trước."
Vụ cha ôm 2 con nhảy cầu Bến Thủy: Tìm thấy thi thể 2 bé gái,2025-10-15 16:26:00,Dân sinh,Lực lượng cứu hộ đã tìm thấy thi thể 2 bé gái trong vụ người cha ở Nghệ An ôm 2 con nhỏ nhảy cầu Bến Thủy.
Lan tỏa mạnh tinh thần ‘Nghĩa tình Đồng Nai’,2025-10-15 15:18:00,Thời sự,"Ngoài việc hoàn thành vượt tiến độ chương trình ""Xóa nhà tạm, nhà dột nát"", Đồng Nai còn hỗ trợ tỉnh Cao Bằng, Yên Bái và Đắk Lắk 48 tỉ đồng để xây dựng nhà cho hộ nghèo, qua đó lan tỏa mạnh tinh thần 'Nghĩa tình Đồng Nai'."
Bí thư Hà Nội: 'Đề xuất những giải pháp đột phá để thủ đô bứt phá',2025-10-15 14:44:00,Thời sự,"Bí thư Thành ủy Hà Nội Bùi Thị Minh Hoài lưu ý, đối với công tác xây dựng văn kiện Đại hội đại biểu Đảng bộ TP.Hà Nội lần thứ XVIII, các đại biểu cần kiến nghị, đề xuất những giải pháp đột phá để thủ đô bứt phá trong thời gian tới."
"Giải cứu nam sinh viên sập bẫy 'bắt cóc online', tự nhốt mình trong khách sạn",2025-10-15 14:41:00,Thời sự,"Nhận cuộc gọi giả giáo viên báo con trai trúng học bổng, người cha nghi lừa đảo khi bị yêu cầu chuyển gần 500 triệu đồng 'chứng minh thu nhập' nên báo công an. Công an TP.HCM vào cuộc, giải cứu nam sinh viên tự nhốt mình trong khách sạn theo lời kẻ lừa đảo."
Báo Thanh Niên sẽ trao 400 triệu đồng tại giải pickleball Cùng con đi tiếp cuộc đời - tranh cúp PASSION002,2025-10-15 14:29:00,Thể thao,Báo Thanh Niên sẽ trao 400 triệu đồng giúp trẻ mồ côi do đại dịch Covid-19 tại giải pickleball Cùng con đi tiếp cuộc đời - tranh cúp PASSION002.
"Bí thư Trần Lưu Quang: Nguồn lực TP.HCM là những người dám nghĩ, biết làm cái mới",2025-10-15 14:18:00,Thời sự,"Bí thư Thành ủy TP.HCM Trần Lưu Quang nhấn mạnh, nguồn lực lớn nhất của thành phố không phải là vốn, cơ sở hạ tầng, mà là con người. Những người năng động, dám nghĩ, biết làm cái mới, dám chịu trách nhiệm vì lợi ích chung."
"Cà Mau hoàn tất làm sạch gần 490.000 thửa đất, đồng bộ dữ liệu 2 cấp",2025-10-15 13:55:00,Thời sự,"Sau hơn một tháng triển khai Chiến dịch 90 ngày làm giàu, làm sạch Cơ sở dữ liệu quốc gia về đất đai, Cà Mau đã hoàn thành đối soát hơn 770.000 thửa đất, trong đó gần 490.000 thửa được chuyển đổi sang mô hình quản lý chính quyền địa phương 2 cấp."
Cần Thơ: Phát hiện hàng trăm ký thịt nhiễm dịch tả heo châu Phi tại chợ,2025-10-15 13:32:00,Thời sự,"Công an TP.Cần Thơ vừa phát hiện hàng trăm ký thịt nhiễm dịch tả heo châu Phi được đóng dấu kiểm dịch và bày bán trên sạp tại chợ Vĩnh Viễn (xã Vĩnh Viễn, TP.Cần Thơ)."
"Hàng loạt sai phạm tại dự án đường Đạo Nghĩa - Quảng Khê, trách nhiệm của ai?",2025-10-15 13:28:00,Thời sự,"Thanh tra tỉnh Lâm Đồng vừa ban hành kết luận chỉ ra hàng loạt sai phạm tại dự án đường Đạo Nghĩa - Quảng Khê (giai đoạn 2), công trình bị chậm tiến độ tới 40 tháng. Nhiều tổ chức, cá nhân có liên quan được nêu tên và bị kiến nghị xử lý trách nhiệm."
Cá sấu bò vào nhà dân ở TP.HCM,2025-10-15 13:13:00,Thời sự,"Một con cá sấu nặng khoảng 1,8 kg bất ngờ xuất hiện trong khuôn viên nhà dân ở TP.HCM và được người dân bắt lại, giao nộp cho chính quyền địa phương."
Hợp nhất 3 chương trình mục tiêu quốc gia là cần thiết,2025-10-15 13:02:00,Thời sự,"Việc hợp nhất 3 chương trình mục tiêu quốc gia là cần thiết. Từ đó, có thể thống nhất 1 cơ chế quản lý, điều hành, tránh phải làm nhiều thủ tục hành chính, ban hành nhiều văn bản hướng dẫn có cùng nội dung thực hiện, nhất là ở cấp cơ sở."
"Thành ủy TP.HCM đánh giá, sắp xếp cán bộ thường xuyên",2025-10-15 13:01:00,Thời sự,"Phó bí thư Thành ủy TP.HCM Đặng Minh Thông cho biết TP.HCM sẽ rà soát, đánh giá, sắp xếp cán bộ thường xuyên theo đề án nhân sự và theo kết quả thực hiện nhiệm vụ."
"Công an TP.HCM cảnh giác thủ đoạn lừa đảo mới, giả danh shipper",2025-10-15 12:51:00,Thời sự,"Ngày 15.10, Công an TP.HCM phát đi cảnh báo về chiêu lừa đảo tinh vi nhắm vào người mua sắm online, bằng thủ đoạn giả danh shipper, dẫn dụ nạn nhân vào ""bẫy"" nhiều lớp khiến tiền trong tài khoản ""bốc hơi""."
Xử lý 4 người đăng tải clip sai sự thật về an ninh sân bay Liên Khương,2025-10-15 12:43:00,Thời sự,"Công an tỉnh Lâm Đồng triệu tập, xử lý 4 người đăng tải clip sai sự thật về an ninh sân bay Liên Khương."
TP.HCM đo chỉ số hạnh phúc và sự hài lòng của người dân thế nào?,2025-10-15 12:42:00,Thời sự,"5 năm tới, TP.HCM đặt mục tiêu lấy hạnh phúc và sự hài lòng của người dân làm thước đo tính hiệu quả của hệ thống chính trị. Hạnh phúc và sự hài lòng này được đo thế nào?"
Thiếu tá quân đội và nữ bác sĩ cứu sống nạn nhân đuối nước ở Côn Đảo,2025-10-15 12:36:00,Thời sự,"Trong lúc tắm biển ở đặc khu Côn Đảo, bà H. bị sóng cuốn xa và chìm dần. Một thiếu tá quân đội đang gần hiện trường nhanh chóng bơi ra biển đưa bà H. vào bờ, cùng nữ bác sĩ cứu sống nạn nhân."
Cấp cứu đường không: Chạy đua với tử thần trong đêm,2025-10-15 11:25:00,Thời sự,"Chuyến cấp cứu đường không xuyên đêm đưa bệnh nhân nhồi máu cơ tim cấp từ đảo xa về đất liền. Ngay sau đó, bệnh nhân được can thiệp kịp thời và hiện đã qua cơn nguy kịch."
Đồng Nai: Vì sao ‘đường tránh’ Đồng Xoài thành nỗi ám ảnh của người đi đường?,2025-10-15 11:09:00,Dân sinh,"Những hố sâu, ổ gà trên đường tránh thành phố Đồng Xoài (cũ) đã và đang trở thành nỗi ám ảnh, lo sợ mỗi ngày của nhiều người khi tham gia lưu thông."
"Biển Đông sắp có bão số 12, không khí lạnh gây rét ở vùng núi miền Bắc",2025-10-15 11:08:00,Thời sự,"Sau cơn bão Matmo (bão số 11), dự báo trong tuần tới, Biển Đông sẽ đón bão số 12. Không khí lạnh liên tục tăng cường sẽ khiến thời tiết miền Bắc chuyển lạnh về đêm và sáng sớm, vùng núi có khả năng trở rét."
Ông Hoàng Quốc Khánh làm Bí thư Tỉnh ủy Lạng Sơn,2025-10-15 10:52:00,Thời sự,"Ông Hoàng Quốc Khánh được điều động, chỉ định tham gia Ban Chấp hành, Ban Thường vụ và giữ chức Bí thư Tỉnh ủy Lạng Sơn nhiệm kỳ 2025 - 2030 từ hôm nay 15.10."
Ông Võ Văn Dũng tiếp tục làm Chủ nhiệm Ủy ban Kiểm tra Thành ủy TP.HCM,2025-10-15 10:39:00,Thời sự,"Tại Đại hội đại biểu Đảng bộ TP.HCM lần thứ I, nhiệm kỳ 2025 - 2030, Ủy ban Kiểm tra Thành ủy TP.HCM do Ban Bí thư chỉ định đã ra mắt đại hội."
Bé gái 10 tuổi mồ côi ra bệnh viện thăm bà rồi đi lạc lên cao tốc,2025-10-15 10:39:00,Thời sự,"Sau khi đi bộ ra bệnh viện thăm bà nội, bé gái 10 tuổi mồ côi bố mẹ ở Hà Tĩnh trở về nhà thì đi lạc lên tuyến cao tốc Bắc - Nam. Cháu bé sau đó được lực lượng CSGT phát hiện, đưa về bàn giao cho gia đình."
Không có vụ 'khách đâm tài xế chết trên xe' ở Đà Nẵng như thông tin trên mạng,2025-10-15 10:38:00,Thời sự,"Công an xã Bà Nà (TP.Đà Nẵng) khẳng định không có án mạng nào tại một khu du lịch trên địa bàn như tin lan truyền trên mạng, và đã xác định người đăng tin sai sự thật."
"Đề nghị có giải pháp giảm giá vàng, giá bất động sản",2025-10-15 10:30:00,Thời sự,"Phó chủ nhiệm thường trực Ủy ban Dân nguyện - Giám sát Lê Thị Nga cho rằng việc quản lý giá vàng, giá bất động sản vừa qua chưa tốt, đề nghị Chính phủ có giải pháp giảm giá vàng, giá bất động sản."
TS Trương Minh Huy Vũ nêu giải pháp tăng trưởng trên 10% cho TP.HCM 5 năm tới,2025-10-15 10:23:00,Thời sự,"Viện trưởng Viện Nghiên cứu phát triển TP.HCM Trương Minh Huy Vũ cho rằng tăng trưởng kinh tế phải đi cùng môi trường xã hội bình ổn, thu hẹp khoảng cách giàu nghèo, mới có thể bền vững."
Từ Đắk Lắk ra TP.Đà Nẵng dụ dỗ quan hệ tình dục với bạn gái 13 tuổi,2025-10-15 10:06:00,Thời sự,"Từ quê nhà tỉnh Đắk Lắk, Trần Minh Tuấn ra TP.Đà Nẵng du lịch và dụ dỗ bé gái 13 tuổi quan hệ tình dục trong khách sạn."
TP.HCM sắp đón nhà đầu tư làm trung tâm siêu dữ liệu AI 2 tỉ USD,2025-10-15 09:58:00,Thời sự,Tập đoàn G42 của UAE dự kiến đầu tư trung tâm siêu dữ liệu trí tuệ nhân tạo với số vốn gần 2 tỉ USD tại TP.HCM.
"Ban Bí thư: Tăng mức đóng BHYT, bao phủ BHYT toàn dân vào năm 2030",2025-10-15 09:48:00,Thời sự,"Ban Bí thư đã đề ra mục tiêu bao phủ BHYT toàn dân vào năm 2030, nghiên cứu tăng mức đóng BHYT để mở rộng quyền lợi cho người dân."
"Chung sức xây dựng nông thôn văn minh, an ninh, nghĩa tình",2025-10-15 07:25:00,Thời sự,"Tổng Bí thư Tô Lâm mong muốn mỗi nông dân xuất sắc được tôn vinh, nhà khoa học của nhà nông là những ngọn đuốc lan tỏa tinh thần đổi mới sáng tạo, khát vọng làm giàu chính đáng; chung sức xây dựng nông thôn văn minh, an ninh, nghĩa tình, để mỗi làng quê thực sự là 'miền quê đáng sống'."
Chung dòng máu Lạc Hồng: Sâm Ngọc Linh thành sứ giả của lòng nhân ái,2025-10-15 07:10:00,Thời sự,"Khi những củ sâm quý giá nhất được đưa lên sàn đấu giá để chung tay thắp sáng những căn nhà tạm bợ, giúp người dân miền sơn cước có một mái ấm vững chãi, an toàn trước mưa bão, 'quốc bảo' sâm Ngọc Linh đã trở thành sứ giả của lòng nhân ái ở vùng cao Đà Nẵng."
