id,Title,Date,Category,Description,Url
96f36f012fc57d6f011844b52e817075,"Chồng bị xe t&ocirc;ng chết tr&ecirc;n QL1, vợ tử vong bất thường tại nh&agrave;",2025-10-16T15:28:00,Thời sự,"<a href=""https://thanhnien.vn/chong-bi-xe-tong-chet-tren-ql1-vo-tu-vong-bat-thuong-tai-nha-18525101614192373.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/16/screenshot-1414-1760598956563658130195-0-0-625-1000-crop-1760598960618582179627.png""></a> Một vụ việc thương t&acirc;m xảy ra ở x&atilde; Đ&ocirc;ng Trạch (Quảng Trị) khi hai vợ chồng tử vong trong c&ugrave;ng ng&agrave;y, người chồng chết v&igrave; tai nạn giao th&ocirc;ng c&ograve;n người vợ tử vong bất thường tại nh&agrave;.",https://thanhnien.vn/chong-bi-xe-tong-chet-tren-ql1-vo-tu-vong-bat-thuong-tai-nha-18525101614192373.htm
1c1e7dc328f87c09fcc7d7f97fc42d57,"Gi&aacute; xăng tăng, gi&aacute; dầu giảm",2025-10-16T15:27:00,Thời sự,"<a href=""https://thanhnien.vn/gia-xang-tang-gia-dau-giam-18525101615232847.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/16/gia-xang-dau-17118122761392065871845-14-0-814-1280-crop-17606027113531385953124.jpg""></a>  Trong kỳ điều h&agrave;nh gi&aacute; xăng dầu chiều nay 16.10, gi&aacute; xăng được điều chỉnh tăng, gi&aacute; dầu giảm.",https://thanhnien.vn/gia-xang-tang-gia-dau-giam-18525101615232847.htm
bd6d8835319f09469af1a648c89c7535,"Ăn c&aacute; n&oacute;c, 5 người nhập viện",2025-10-16T15:26:00,Dân sinh,"<a href=""https://thanhnien.vn/an-ca-noc-5-nguoi-nhap-vien-185251016140814334.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/16/img4515-17605981039111780626000-0-18-3323-5334-crop-1760598128176205022530.jpg""></a> Nhiều người l&agrave; ngư d&acirc;n ở x&atilde; ven biển Phan R&iacute; Cửa (L&acirc;m Đồng) phải nhập viện cấp cứu sau khi ăn c&aacute; n&oacute;c",https://thanhnien.vn/an-ca-noc-5-nguoi-nhap-vien-185251016140814334.htm
beba8aa92ac235845ce9b49d2b025ca7,"Vụ t&agrave;u đắm tr&ecirc;n s&ocirc;ng L&ocirc;, 2 vợ chồng tử vong: Cảnh s&aacute;t trục vớt t&agrave;u",2025-10-16T15:17:00,Thời sự,"<a href=""https://thanhnien.vn/vu-tau-dam-tren-song-lo-2-vo-chong-tu-vong-canh-sat-truc-vot-tau-185251016143557827.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/16/tau-dam-17605998146841190575942-86-0-1366-2048-crop-17605998870151161219551.jpg""></a> Lực lượng chức năng đ&atilde; t&igrave;m thấy thi thể 2 vợ chồng trong vụ đắm t&agrave;u tr&ecirc;n s&ocirc;ng L&ocirc; v&agrave; đang trục vớt chiếc t&agrave;u.",https://thanhnien.vn/vu-tau-dam-tren-song-lo-2-vo-chong-tu-vong-canh-sat-truc-vot-tau-185251016143557827.htm
ea930ce8cbdb2009f14784aaa96e9866,Chủ hụi ở C&agrave; Mau chiếm đoạt hơn 2 tỉ đồng,2025-10-16T14:57:00,Thời sự,"<a href=""https://thanhnien.vn/chu-hui-o-ca-mau-chiem-doat-hon-2-ti-dong-185251016120817397.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/16/8800469f-90d1-4981-aacd-d2cf8f215714-17605908840202119225829-141-0-941-1280-crop-1760590961587298150726.jpeg""></a> Chiếm đoạt hơn 2 tỉ đồng của hụi vi&ecirc;n, chủ hụi Phạm B&eacute; Em (47 tuổi, ở C&agrave; Mau) bị Cơ quan CSĐT C&ocirc;ng an tỉnh C&agrave; Mau khởi tố, bắt tạm giam.",https://thanhnien.vn/chu-hui-o-ca-mau-chiem-doat-hon-2-ti-dong-185251016120817397.htm
90cadc421556405bd7a7b8ed6b37cead,Thiếu nữ 17 tuổi điều khiển xe m&aacute;y g&acirc;y tai nạn chết người,2025-10-16T14:48:00,Thời sự,"<a href=""https://thanhnien.vn/thieu-nu-17-tuoi-dieu-khien-xe-may-gay-tai-nan-chet-nguoi-185251016115441322.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/16/5613507261221619523908021017748575953362738275n-17605899620091512113849-0-0-900-1440-crop-17605903365831975539199.jpg""></a> Thiếu nữ 17 tuổi điều khiển xe m&aacute;y g&acirc;y tai nạn khiến 1 người tử vong, 2 người bị thương nặng.",https://thanhnien.vn/thieu-nu-17-tuoi-dieu-khien-xe-may-gay-tai-nan-chet-nguoi-185251016115441322.htm
2e60124d2f85fcc123d0ac36eed89ff0,Cưỡng chế thu hồi đất c&ocirc;ng ở đồi c&aacute;t bay Mũi N&eacute;,2025-10-16T14:31:00,Thời sự,"<a href=""https://thanhnien.vn/cuong-che-thu-hoi-dat-cong-o-doi-cat-bay-mui-ne-185251016115614364.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/16/2025-10-16114645-1760590035232209745799-42-0-680-1021-crop-17605900483431126913818.png""></a> S&aacute;ng nay 16.10, UBND P.Mũi N&eacute; (tỉnh L&acirc;m Đồng) triển khai cưỡng chế phần đất c&ocirc;ng c&oacute; diện t&iacute;ch 7.495,5 m&sup2; do &ocirc;ng Lại Thiện Phước lấn chiếm tại đồi c&aacute;t bay; ch&iacute;nh quyền dự kiến ho&agrave;n tất c&ocirc;ng việc v&agrave;o chiều c&ugrave;ng ng&agrave;y theo kế hoạch.",https://thanhnien.vn/cuong-che-thu-hoi-dat-cong-o-doi-cat-bay-mui-ne-185251016115614364.htm
2fe0498660cc125d7fd14e3c1ca719f2,Hơn 100 người bị lừa tiền v&igrave; mua b&ugrave;a để &#039;gọi người y&ecirc;u quay lại&#039;,2025-10-16T14:27:00,Thời sự,"<a href=""https://thanhnien.vn/hon-100-nguoi-bi-lua-tien-vi-mua-bua-de-goi-nguoi-yeu-quay-lai-185251016142010842.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/16/edit-lua-dao-17605991058141048190052-35-0-634-958-crop-17605991395571339404001.jpeg""></a> Hơn 100 người tr&ecirc;n khắp cả nước bị lừa h&agrave;ng trăm triệu đồng v&igrave; bỏ tiền ra mua b&ugrave;a để &#039;gọi người y&ecirc;u quay lại trong 3 ng&agrave;y&#039;.",https://thanhnien.vn/hon-100-nguoi-bi-lua-tien-vi-mua-bua-de-goi-nguoi-yeu-quay-lai-185251016142010842.htm
bb879126c5b6d303d73593de4f55114f,TP.HCM s&aacute;p nhập Bệnh viện đa khoa S&agrave;i G&ograve;n v&agrave;o Bệnh viện Nh&acirc;n d&acirc;n Gia Định,2025-10-16T13:45:00,Thời sự,"<a href=""https://thanhnien.vn/tphcm-sap-nhap-benh-vien-da-khoa-sai-gon-vao-benh-vien-nhan-dan-gia-dinh-185251016120515864.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/16/benh-vien-da-khoa-sai-gon-17605904719601242867708-0-45-737-1224-crop-17605906046292126844375.jpg""></a> Từ 1.1.2026, Bệnh viện đa khoa S&agrave;i G&ograve;n ch&iacute;nh thức s&aacute;p nhập v&agrave;o Bệnh viện Nh&acirc;n d&acirc;n Gia Định. Một chương cũ kh&eacute;p lại, mở ra kỳ vọng mới.",https://thanhnien.vn/tphcm-sap-nhap-benh-vien-da-khoa-sai-gon-vao-benh-vien-nhan-dan-gia-dinh-185251016120515864.htm
86a672be091e2cdb0b119339b823fa7b,"Bắt 6 nghi phạm mua v&agrave;ng thật, b&aacute;n v&agrave;ng giả",2025-10-16T12:38:00,Pháp luật,"<a href=""https://thanhnien.vn/bat-6-nghi-pham-mua-vang-that-ban-vang-gia-185251016122110759.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/16/edit-5-101-17605918644301658741203-0-37-522-872-crop-1760591958511772302280.jpeg""></a> Nh&oacute;m 6 nghi phạm ngụ tại nhiều tỉnh, th&agrave;nh phố kh&aacute;c nhau đ&atilde; mua v&agrave;ng thật tại nhiều cửa h&agrave;ng b&aacute;n v&agrave;ng, sau đ&oacute; chế t&aacute;c v&agrave;ng giả để b&aacute;n lại cho c&aacute;c cửa h&agrave;ng để chiếm đoạt t&agrave;i sản.",https://thanhnien.vn/bat-6-nghi-pham-mua-vang-that-ban-vang-gia-185251016122110759.htm
45ba5b23edff3afe52a6475a3a2b59c1,Đại biểu dự Đại hội Đảng bộ tỉnh C&agrave; Mau gi&uacute;p đồng b&agrave;o bị ảnh hưởng b&atilde;o,2025-10-16T12:36:00,Thời sự,"<a href=""https://thanhnien.vn/dai-bieu-du-dai-hoi-dang-bo-tinh-ca-mau-giup-dong-bao-bi-anh-huong-bao-185251016114740582.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/16/dsc5662-176058949611914415046-90-0-1690-2560-crop-17605898248521873387989.jpg""></a> Trước khi bước v&agrave;o chương tr&igrave;nh ch&iacute;nh thức Đại hội đại biểu Đảng bộ tỉnh C&agrave; Mau lần thứ I, nhiệm kỳ 2025 - 2030, c&aacute;c đại biểu đ&atilde; quy&ecirc;n g&oacute;p ủng hộ đồng b&agrave;o c&aacute;c tỉnh ph&iacute;a Bắc bị thiệt hại nặng do b&atilde;o số 10 v&agrave; số 11.",https://thanhnien.vn/dai-bieu-du-dai-hoi-dang-bo-tinh-ca-mau-giup-dong-bao-bi-anh-huong-bao-185251016114740582.htm
37c8a89584a6cf9329ed03ed3649224b,"Mưa lớn, nhiều tuyến đường ở phố du lịch Nha Trang ch&igrave;m trong biển nước",2025-10-16T12:32:00,Thời sự,"<a href=""https://thanhnien.vn/mua-lon-nhieu-tuyen-duong-o-pho-du-lich-nha-trang-chim-trong-bien-nuoc-185251016120349864.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/16/z7121990090118f02008b96f719a6dd85cd474a86a8bd5-1760589637621121752556-55-0-855-1280-crop-17605910573661549164033.jpg""></a> Cơn mưa lớn k&eacute;o d&agrave;i từ rạng s&aacute;ng cho đến gần trưa 16.10 khiến nhiều tuyến đường ở Nha Trang (Kh&aacute;nh H&ograve;a), nhất l&agrave; khu vực ph&iacute;a bắc Nha Trang, ch&igrave;m trong biển nước.",https://thanhnien.vn/mua-lon-nhieu-tuyen-duong-o-pho-du-lich-nha-trang-chim-trong-bien-nuoc-185251016120349864.htm
732b501a27de5e9cee6bebed1da499b3,"C&aacute; tầm ở Măng Đen chết gần 45 tấn, thiệt hại gần 8 tỉ đồng",2025-10-16T12:31:00,Dân sinh,"<a href=""https://thanhnien.vn/ca-tam-o-mang-den-chet-gan-45-tan-thiet-hai-gan-8-ti-dong-185251016121501117.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/16/ca-tam-1760591300625379033301-0-87-472-842-crop-1760591656662299890108.jpg""></a> Mưa lớn l&agrave;m vỡ đường ống dẫn nước v&agrave;o bể nu&ocirc;i của một số hộ d&acirc;n ở x&atilde; Măng Đen (tỉnh Quảng Ng&atilde;i), khiến gần 45 tấn c&aacute; tầm bị chết, thiệt hại gần 8 tỉ đồng.",https://thanhnien.vn/ca-tam-o-mang-den-chet-gan-45-tan-thiet-hai-gan-8-ti-dong-185251016121501117.htm
359f5312d701aea09fd73d3dd4160db4,"Đề xuất cơ chế mua sắm đặc th&ugrave;, thanh to&aacute;n linh hoạt cho chuyển đổi số",2025-10-16T12:28:00,Thời sự,"<a href=""https://thanhnien.vn/de-xuat-co-che-mua-sam-dac-thu-thanh-toan-linh-hoat-cho-chuyen-doi-so-185251016113225901.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/16/202510160915287543z712146241517231421a480752038676d568c57ab054ae-1760588916115178805028-9-632-968-2167-crop-17605890596101200068794.jpg""></a> Cơ quan Quốc hội đề nghị cơ chế mua sắm đặc th&ugrave;, ngo&agrave;i c&aacute;c h&igrave;nh thức trong luật Đấu thầu v&agrave; c&oacute; cơ chế thanh to&aacute;n linh hoạt với c&aacute;c loại h&igrave;nh dịch vụ thu&ecirc; c&ocirc;ng nghệ.",https://thanhnien.vn/de-xuat-co-che-mua-sam-dac-thu-thanh-toan-linh-hoat-cho-chuyen-doi-so-185251016113225901.htm
53f1750e4248445fa8aa627dc8568561,"Miền n&uacute;i Quảng Trị mưa lớn, nhiều nơi sạt lở, nguy cơ ngập cục bộ",2025-10-16T12:16:00,Thời sự,"<a href=""https://thanhnien.vn/mien-nui-quang-tri-mua-lon-nhieu-noi-sat-lo-nguy-co-ngap-cuc-bo-185251016113042909.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/16/untitled-17605887779901493731288-16-0-272-409-crop-1760588967841734908744.png""></a> Mưa lớn xảy ra trong hai ng&agrave;y qua tại v&ugrave;ng n&uacute;i ph&iacute;a T&acirc;y Nam Quảng Trị đ&atilde; khiến một số tuyến đường bị sạt lở, chia cắt, nước lũ từ thượng nguồn đổ về nhiều g&acirc;y nguy cơ ngập cục bộ.",https://thanhnien.vn/mien-nui-quang-tri-mua-lon-nhieu-noi-sat-lo-nguy-co-ngap-cuc-bo-185251016113042909.htm
9616439072d3cadcdfc1c5c6eaf317bd,Đắk Lắk: Khởi tố người đ&agrave;n &ocirc;ng h&agrave;nh hung t&agrave;i xế xe tải sau va chạm giao th&ocirc;ng,2025-10-16T11:18:00,Pháp luật,"<a href=""https://thanhnien.vn/dak-lak-khoi-to-nguoi-dan-ong-hanh-hung-tai-xe-xe-tai-sau-va-cham-giao-thong-185251016103949418.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/16/anh-khoi-to-12-1760586209133755009273-0-0-480-768-crop-17605862770321700852608.jpg""></a> C&ocirc;ng an tỉnh Đắk Lắk đ&atilde; ra quyết định khởi tố bị can Nguyễn Thế Anh li&ecirc;n quan vụ h&agrave;nh hung t&agrave;i xế xe tải sau va chạm giao th&ocirc;ng.",https://thanhnien.vn/dak-lak-khoi-to-nguoi-dan-ong-hanh-hung-tai-xe-xe-tai-sau-va-cham-giao-thong-185251016103949418.htm
8900ab45187779d671c70f3dcd0f6252,Nam sinh vi&ecirc;n hoảng loạn v&igrave; sập bẫy &#039;bắt c&oacute;c online&#039;,2025-10-16T10:58:00,Thời sự,"<a href=""https://thanhnien.vn/nam-sinh-vien-hoang-loan-vi-sap-bay-bat-coc-online-185251016095259891.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/16/1000014253-17605824295521474218427-0-81-720-1233-crop-17605828919081012979204.jpg""></a> Nam sinh vi&ecirc;n ở TP.Đ&agrave; Nẵng bị &#039;bắt c&oacute;c online&#039;, hoảng loạn v&agrave; tự nhốt m&igrave;nh trong nh&agrave; nghỉ để l&agrave;m việc với... c&ocirc;ng an giả.",https://thanhnien.vn/nam-sinh-vien-hoang-loan-vi-sap-bay-bat-coc-online-185251016095259891.htm
6ba2686f86dc8dcf57e76b5ed527457a,"San ủi tr&aacute;i ph&eacute;p tr&ecirc;n n&uacute;i C&ocirc; Ti&ecirc;n: Ph&ecirc; b&igrave;nh c&aacute;n bộ, c&ocirc;ng chức",2025-10-16T10:54:00,Thời sự,"<a href=""https://thanhnien.vn/san-ui-trai-phep-tren-nui-co-tien-phe-binh-can-bo-cong-chuc-185251016095641712.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/16/ct1-17605836041291493311063-0-0-1440-2304-crop-17605837421672018031215.jpg""></a> UBND P.Bắc Nha Trang (Kh&aacute;nh H&ograve;a) khẳng định c&oacute; h&agrave;nh vi vi phạm về đất đai, kho&aacute;ng sản diễn ra tr&ecirc;n n&uacute;i C&ocirc; Ti&ecirc;n theo phản &aacute;nh của người d&acirc;n v&agrave; b&aacute;o ch&iacute;, từ đ&oacute; ph&ecirc; b&igrave;nh c&aacute;n bộ, c&ocirc;ng chức c&oacute; li&ecirc;n quan.",https://thanhnien.vn/san-ui-trai-phep-tren-nui-co-tien-phe-binh-can-bo-cong-chuc-185251016095641712.htm
429be386775687a5ef3ecd73e4b63c44,"Cảng quốc tế Cam Ranh c&oacute; quy định mới, r&uacute;t ngắn thời gian cấp ph&eacute;p",2025-10-16T10:51:00,Thời sự,"<a href=""https://thanhnien.vn/cang-quoc-te-cam-ranh-co-quy-dinh-moi-rut-ngan-thoi-gian-cap-phep-185251016091535838.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/16/z712143975020830335d1f904e499b0820262cfde265d8-1760580664989816511951-0-40-720-1192-crop-17605806764731242291541.jpg""></a> Thủ tướng Ch&iacute;nh phủ vừa ban h&agrave;nh quy định mới, r&uacute;t ngắn thời gian cấp ph&eacute;p cho người v&agrave; phương tiện ra v&agrave;o Cảng quốc tế Cam Ranh (Kh&aacute;nh H&ograve;a) xuống c&ograve;n 1 - 3 ng&agrave;y.",https://thanhnien.vn/cang-quoc-te-cam-ranh-co-quy-dinh-moi-rut-ngan-thoi-gian-cap-phep-185251016091535838.htm
